,argentina,australia,brazil,canada,china,france,germany,india,indonesia,italy,japan,korea,mexico,russia,arabia,africa,turkey,uk,america,eu,theme
1474,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,politics
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1476,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
1477,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,politics
1478,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,politics
1479,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,politics
1480,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,politics
1481,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,politics
1482,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,politics
1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,politics
1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1485,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1486,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1488,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,politics
1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,politics
1491,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,politics
1492,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1496,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,politics
1497,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,politics
1498,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1499,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,politics
1500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1501,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,politics
1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,politics
1504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1505,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,politics
1506,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1507,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,politics
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,politics
1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1510,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,politics
1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1512,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,politics
1513,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,politics
1514,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,politics
1516,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
1517,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,politics
1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1519,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,politics
1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,politics
1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1529,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1533,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1534,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,politics
1535,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,politics
1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1539,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,politics
1540,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
1541,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,politics
1542,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,politics
1543,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,politics
1544,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1545,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1546,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
1547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,politics
1548,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,politics
1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1554,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,politics
1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1557,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,politics
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1559,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,politics
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1561,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,politics
1562,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,politics
1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1564,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,politics
1565,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,politics
1566,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,politics
1567,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1568,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1569,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,politics
1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1572,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,politics
1573,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,politics
1575,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,politics
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,politics
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1580,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,politics
1581,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
1582,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,politics
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1585,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,politics
1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,politics
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,politics
1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,politics
1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,politics
1600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,politics
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1602,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,politics
1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,politics
1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1605,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,politics
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,politics
1609,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,politics
1610,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,politics
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,politics
1612,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,politics
1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1615,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,politics
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,politics
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,politics
1621,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,politics
1622,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,politics
1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,politics
1624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1625,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,politics
1626,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,politics
1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1628,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,politics
1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,politics
1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1636,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,politics
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1642,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,politics
1643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,politics
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1646,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,politics
1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,politics
1648,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,politics
1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1650,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1652,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,politics
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1656,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,politics
1657,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,politics
1658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,politics
1659,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,politics
1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1661,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,politics
1662,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1664,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,politics
1665,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1667,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,politics
1668,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,politics
1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,politics
1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,politics
1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,politics
1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1677,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,politics
1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1679,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,politics
1680,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,politics
1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1683,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1686,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,politics
1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1688,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,politics
1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,politics
1694,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,politics
1695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,politics
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1697,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,politics
1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1702,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,politics
1703,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,politics
1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1705,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,politics
1706,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,politics
1707,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,politics
1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1709,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1710,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,politics
1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,politics
1712,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,politics
1713,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,politics
1714,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,politics
1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,politics
1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1720,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,politics
1721,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,politics
1722,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,politics
1723,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,politics
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,politics
1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1726,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,politics
1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1730,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,politics
1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1732,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,politics
1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1737,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1741,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1742,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1743,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,politics
1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1747,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,politics
1748,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
1749,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,politics
1750,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,politics
1751,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,politics
1752,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,politics
1753,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,politics
1754,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,politics
1755,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,politics
1756,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1758,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1759,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,politics
1760,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
1761,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,politics
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1763,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,politics
1764,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,politics
1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,politics
1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,politics
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,politics
1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1772,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,politics
1773,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,politics
1774,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,politics
