,argentina,australia,brazil,canada,china,france,germany,india,indonesia,italy,japan,korea,mexico,russia,arabia,africa,turkey,uk,america,eu,theme
1172,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sport
1174,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,sport
1175,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,sport
1176,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1177,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1178,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,sport
1179,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,sport
1180,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,sport
1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sport
1184,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,sport
1185,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,sport
1186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sport
1187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sport
1188,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,sport
1189,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,sport
1190,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,sport
1191,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sport
1193,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1194,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,sport
1195,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,sport
1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1198,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,sport
1199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,sport
1201,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,sport
1202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sport
1203,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,sport
1204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sport
1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1207,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1208,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1209,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,sport
1211,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,sport
1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,sport
1213,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,sport
1214,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1215,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1216,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,sport
1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1218,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1219,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1220,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,sport
1221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,sport
1222,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sport
1224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sport
1225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,sport
1226,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1227,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sport
1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1229,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,sport
1230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,sport
1231,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1232,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,sport
1234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1235,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,sport
1238,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1239,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1241,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1242,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,sport
1243,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,sport
1244,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,sport
1245,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,sport
1246,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,sport
1247,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1248,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1249,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,sport
1250,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1251,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,sport
1252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,sport
1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1255,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1256,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,sport
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sport
1258,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sport
1260,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,sport
1261,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,sport
1262,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1263,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,sport
1264,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,sport
1265,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1266,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,sport
1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1268,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1269,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,sport
1270,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1271,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1272,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,sport
1273,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1275,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1276,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sport
1277,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1278,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,sport
1280,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1281,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1282,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sport
1283,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1284,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1285,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1286,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,sport
1287,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,sport
1288,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sport
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1290,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,sport
1293,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,sport
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1298,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,sport
1299,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1300,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,sport
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1302,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1303,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1304,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,sport
1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1306,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1307,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1308,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,sport
1309,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1310,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,sport
1311,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1312,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,sport
1313,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sport
1314,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,sport
1315,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1316,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,sport
1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1319,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,sport
1320,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,sport
1321,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1322,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,sport
1323,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,sport
1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1325,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1326,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1327,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,sport
1328,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,sport
1329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,sport
1330,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,sport
1331,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1332,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1333,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1334,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,sport
1335,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1336,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,sport
1337,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,sport
1338,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1339,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,sport
1340,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,sport
1341,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sport
1342,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1344,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1345,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1346,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,sport
1347,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,sport
1348,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,sport
1349,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,sport
1350,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sport
1351,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,sport
1352,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1353,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1354,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,sport
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1356,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,sport
1357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sport
1359,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,sport
1360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sport
1361,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,sport
1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sport
1363,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,sport
1364,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,sport
1365,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,sport
1366,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,sport
1367,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sport
1369,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1370,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1371,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,sport
1372,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,sport
1373,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,sport
1374,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sport
1376,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1377,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,sport
1378,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,sport
1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1380,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1381,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1383,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1384,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,sport
1385,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,sport
1386,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1388,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1389,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,sport
1390,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sport
1391,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1393,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sport
1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1396,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,sport
1397,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1398,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,sport
1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,sport
1401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,sport
1402,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,sport
1403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,sport
1404,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,sport
1405,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sport
1406,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sport
1407,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,politics
1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,politics
1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,politics
1410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,politics
1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1413,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,politics
1415,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,politics
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,politics
1420,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,politics
1421,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,politics
1422,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,politics
1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,politics
1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,politics
1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1430,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,politics
1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,politics
1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,politics
1433,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,politics
1434,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,politics
1435,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,politics
1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1445,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,politics
1446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1453,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,politics
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,politics
1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1456,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,politics
1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,politics
1460,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,politics
1461,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,politics
1462,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,politics
1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,politics
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,politics
1473,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,politics
